BorrName,BorrID,LoanStatus,GrossApproval,SBAGuarantee,PctOfGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,DebtCoverage,Leverage,COFiscalYear,COAmount,PrinBalanceCollected,PctOfPrinColl,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,JobsSupported
Race-Mart Inc,138,CHGOFF,50000,25000,0.5,6.75,23,2012,4/16/12,4/16/12,0,3/7/14,1,1.75,5.55,2017,29861,20139,0.403,6/2/17,-1183,-39,441310,2
"Red Sky Global Consulting, Inc",139,CHGOFF,300000,225000,0.75,6,53,2011,8/18/11,9/1/11,14,1/8/16,1,2,5.3,2017,140634,159366,0.531,5/30/17,-508,-17,517919,0
"Countryside Power Sweeping, In",140,CHGOFF,524000,393000,0.75,6,72,2012,2/1/12,2/1/12,0,12/31/17,1,1.5,5.75,2017,352536,171464,0.327,5/25/17,220,7,561790,85
EIGHTBITS LLC,141,CHGOFF,256700,128350,0.5,6.75,66,2010,9/14/10,1/1/11,109,6/3/16,1,2,5.3,2017,127712,128988,0.502,5/24/17,-355,-12,532299,5
"Rotex Food Services, Inc.",142,CHGOFF,25000,21250,0.85,8,16,2010,9/2/10,9/2/10,0,12/26/11,1,2.5,4.55,2017,8633,16367,0.655,5/22/17,-1974,-66,424490,1
Parallel Refrigeration Inc.,143,CHGOFF,245000,122500,0.5,4.75,35,2010,10/20/09,12/1/09,42,10/16/12,1,1.25,6.25,2017,182616,62384,0.255,5/22/17,-1679,-56,423740,38
"Red Sky Global Consulting, Inc",144,CHGOFF,100000,50000,0.5,6.9,22,2011,9/23/11,2/1/12,131,11/22/13,1,3,3,2017,7854,92146,0.921,5/22/17,-1277,-43,517919,5
"Watkins, Pagano & Associates,",145,CHGOFF,50000,25000,0.5,4.6,57,2015,12/18/14,12/18/14,0,8/24/19,1,2.25,4,2017,45916,4084,0.082,5/22/17,824,27,541211,0
"American Seniors Association,",146,CHGOFF,50000,25000,0.5,8.24,17,2010,2/16/10,2/16/10,0,7/11/11,1,2.85,3.75,2017,9203,40797,0.816,5/22/17,-2142,-71,621610,22
C. A. Rife Inc.,147,CHGOFF,25000,12500,0.5,4.25,59,2015,1/8/15,2/1/15,24,12/7/19,1,1.25,6.25,2017,19050,5950,0.238,5/22/17,929,31,811118,5
Consolidated Electrical System,148,CHGOFF,300000,150000,0.5,6,7,2012,2/23/12,3/1/12,7,9/27/12,1,1.5,5.75,2017,181840,118160,0.394,5/19/17,-1695,-57,238210,47
"Tam Tam Entertainment, Inc",149,CHGOFF,295400,221550,0.75,6,88,2014,5/27/14,6/1/14,5,8/23/21,1,2,5.3,2017,139011,156389,0.529,5/18/17,1558,52,722511,5
THREE STONES MANAGEMENTS LLC,150,CHGOFF,30000,15000,0.5,9.75,74,2016,5/11/16,5/11/16,0,6/9/22,1,1.5,5.75,2017,20444,9556,0.319,5/18/17,1848,62,722511,11
DEEP SEA USA INC,151,CHGOFF,10000,5000,0.5,9.69,50,2014,4/15/14,5/1/14,16,6/9/18,1,1.5,5.75,2017,6927,3073,0.307,5/18/17,387,13,532411,13
Levinson Sales Inc,152,CHGOFF,25000,21250,0.85,8,86,2014,3/11/14,3/11/14,0,4/3/21,1,1,7,2017,20437,4563,0.183,5/18/17,1416,47,446130,1
"Boxes On Wheels, Inc.",153,CHGOFF,25000,21250,0.85,8,13,2011,3/7/11,3/7/11,0,3/31/12,1,2.5,4.55,2017,9165,15835,0.633,5/17/17,-1873,-62,423840,2
STENGEL PROPERTY MAINTENANCE I,154,CHGOFF,10000,9000,0.9,7.75,49,2010,10/8/09,10/8/09,0,10/17/13,1,1.75,5.55,2017,5436,4564,0.456,5/17/17,-1308,-44,561730,2
ADVANCED SECURITY GROUP INC,155,CHGOFF,50000,25000,0.5,8.63,41,2013,6/17/13,8/1/13,45,12/13/16,1,2.25,4,2017,48430,1570,0.031,5/17/17,-155,-5,532420,2
Zcifi Styles,156,CHGOFF,75000,63750,0.85,6,76,2013,5/3/13,5/3/13,0,7/31/19,1,1.25,6.25,2017,54583,20417,0.272,5/17/17,805,27,424990,6
PERFECT SCORE LLC,157,CHGOFF,150000,127500,0.85,6,100,2015,4/28/15,4/28/15,0,7/15/23,1,2.25,4,2017,133960,16040,0.107,5/16/17,2251,75,611691,2
Tropical Cleaners of the Key's,158,CHGOFF,25000,21250,0.85,8,3,2010,12/8/09,12/8/09,0,3/8/10,1,3,3,2017,1669,23331,0.933,5/15/17,-2625,-88,812320,3
"Serving The Soul, Corp.",159,CHGOFF,150000,127500,0.85,6,109,2015,8/31/15,9/1/15,1,8/14/24,1,2.25,4,2017,142816,7184,0.048,5/15/17,2648,88,722330,2
Juice Box Enterprises LLC,160,CHGOFF,115000,57500,0.5,6.5,54,2012,3/23/12,1/1/13,284,6/9/17,1,1,7,2017,94789,20211,0.176,5/12/17,28,1,624410,14
SPIVEY MOWER INC.,161,CHGOFF,344400,172200,0.5,7.72,175,2011,9/8/11,9/8/11,0,1/22/26,1,1.75,5.55,2017,175581,168819,0.49,5/12/17,3177,106,811411,7
"J.V. Tec U.S.A., Inc.",162,CHGOFF,200000,100000,0.5,7.75,54,2014,7/9/14,7/9/14,0,12/15/18,1,2.25,4,2017,194444,5556,0.028,5/12/17,582,19,423610,2
Tec-Link LLC,163,CHGOFF,250000,125000,0.5,4.75,24,2012,10/12/11,10/12/11,0,10/1/13,1,1,7,2017,214018,35982,0.144,5/10/17,-1317,-44,541512,14
Scott Cameron and Elizabeth Ca,164,CHGOFF,50000,25000,0.5,7.5,36,2010,3/18/10,1/1/11,289,12/16/13,1,1.5,5.75,2017,32465,17535,0.351,5/9/17,-1240,-41,453220,6
"NAJJAR AUTO MALL, INC.",165,CHGOFF,100000,50000,0.5,5.25,9,2014,8/21/14,9/1/14,11,5/29/15,1,3,3,2017,6521,93479,0.935,5/8/17,-710,-24,441110,35
Seven Dragons Holistic Health,166,CHGOFF,35000,29750,0.85,7,83,2013,9/20/13,10/1/13,11,7/26/20,1,1,7,2017,28118,6882,0.197,5/8/17,1175,39,621399,7
"Union Dental Holdings, Inc.",167,CHGOFF,525000,393750,0.75,6,84,2012,9/6/12,9/6/12,0,8/1/19,1,1.25,6.25,2017,394714,130286,0.248,5/4/17,819,27,621210,28
Maddox Foundry & Machine Works,168,CHGOFF,2400000,1800000,0.75,6,270,2014,11/21/13,2/1/14,72,4/6/36,1,1.75,5.55,2017,1225760,1174240,0.489,5/3/17,6913,230,331110,51
"George D Green, DDS, PA",169,CHGOFF,150000,127500,0.85,6,100,2014,11/19/13,12/1/13,12,2/17/22,1,1,7,2017,131775,18225,0.122,5/2/17,1752,58,621210,42
ACTION RESTORATION OF THE PANH,170,CHGOFF,250000,125000,0.5,7.75,59,2014,9/23/14,10/1/14,8,8/6/19,1,2.25,4,2017,250000,0,0,4/26/17,832,28,561790,31
NUDAWN CONCEPTS LLC,171,CHGOFF,12500,11250,0.9,7.5,51,2011,12/14/10,12/14/10,0,2/21/15,1,1.75,5.55,2017,6828,5672,0.454,4/24/17,-793,-26,722330,1
"Gold Key Property Services, In",172,CHGOFF,50000,25000,0.5,5.25,27,2012,1/9/12,2/1/12,23,4/21/14,1,2.25,4,2017,48167,1833,0.037,4/19/17,-1094,-36,531312,20
Juice Box Enterprises LLC,173,CHGOFF,278000,208500,0.75,5.5,86,2012,3/23/12,5/1/12,39,5/25/19,1,2.25,4,2017,251513,26487,0.095,4/12/17,773,26,624410,14
THE LAW OFFICES OF DEAN A. REE,174,CHGOFF,150000,135000,0.9,6,99,2011,11/9/10,12/1/10,22,1/18/19,1,1.25,6.25,2017,118831,31169,0.208,4/11/17,647,22,541110,4
Tec-Link LLC,175,CHGOFF,107000,53500,0.5,5.25,4,2012,10/12/11,3/1/12,141,6/29/12,1,2.85,3.75,2017,11984,95016,0.888,4/6/17,-1742,-58,541512,0
"Lashbrook Consulting, Inc.",176,CHGOFF,100000,50000,0.5,7.25,52,2012,12/7/11,12/7/11,0,3/15/16,1,2.25,4,2017,100000,0,0,4/4/17,-385,-13,541512,6
"M&A Furniture, Inc. & Edwin Mi",177,CHGOFF,75000,63750,0.85,6,20,2011,5/18/11,7/1/11,44,2/20/13,1,2.5,4.55,2017,25694,49306,0.657,4/3/17,-1503,-50,442110,5
Valnes Group Inc,178,CHGOFF,150000,127500,0.85,6,113,2016,12/16/15,1/1/16,16,4/13/25,1,2.25,4,2017,146185,3815,0.025,3/28/17,2938,98,423830,1
"Duran Enterprises, Inc.",179,CHGOFF,150000,127500,0.85,6,109,2015,7/2/15,8/1/15,30,7/14/24,1,2.25,4,2017,141480,8520,0.057,3/28/17,2665,89,423210,3
Marine Composites Inc,180,CHGOFF,125000,62500,0.5,6.5,11,2010,8/17/10,9/1/10,15,7/28/11,1,2.5,4.55,2017,38461,86539,0.692,3/24/17,-2066,-69,339999,19
Michael Barlow Electric Inc,181,CHGOFF,50000,25000,0.5,8.65,8,2010,5/11/10,6/1/10,21,1/27/11,1,1.5,5.75,2017,32071,17929,0.359,3/24/17,-2248,-75,236210,10
Corporate Network Solutions LL,182,CHGOFF,150000,127500,0.85,6,111,2016,11/9/15,11/9/15,0,12/21/24,1,2.25,4,2017,144503,5497,0.037,3/24/17,2829,94,541512,5
Marine Composites Inc,183,CHGOFF,125000,62500,0.5,6.5,11,2010,8/13/10,9/1/10,19,7/28/11,1,2,5.3,2017,62482,62518,0.5,3/23/17,-2065,-69,339999,19
"Grom Gear, Inc",184,CHGOFF,50000,42500,0.85,7,86,2013,9/11/13,9/11/13,0,10/4/20,1,1,7,2017,41599,8401,0.168,3/17/17,1297,43,448130,2
"Ayothaya Cuisine, Inc.",185,CHGOFF,50500,25250,0.5,7.15,31,2012,8/24/12,8/24/12,0,3/12/15,1,1.75,5.55,2017,26572,23928,0.474,3/16/17,-735,-25,722511,6
REVELATION LOGISTICS INC,186,CHGOFF,312000,234000,0.75,6,98,2014,9/5/14,10/1/14,26,10/19/22,1,1,7,2017,257356,54644,0.175,3/15/17,2044,68,492210,3
Lake Property Solutions LLC,187,CHGOFF,150000,127500,0.85,6,100,2015,10/22/14,11/1/14,10,1/18/23,1,2.25,4,2017,134711,15289,0.102,3/14/17,2136,71,531311,4
"A.S.M., Inc.",188,CHGOFF,125000,106250,0.85,6,97,2014,8/6/14,8/6/14,0,7/25/22,1,1,7,2017,109769,15231,0.122,3/14/17,1959,65,561431,3
"RAVEN-TECH FOTO SERVICES, LLC.",189,CHGOFF,25000,12500,0.5,9.75,56,2014,1/16/14,5/1/14,105,12/6/18,1,2.25,4,2017,24999,1,0,3/13/17,633,21,443142,0
MARKUP CORPORATION,190,CHGOFF,2000000,1500000,0.75,4.25,1,2011,2/2/11,3/30/11,56,4/29/11,1,2.75,4.25,2017,590161,1409839,0.705,3/9/17,-2141,-71,339999,1
"HID Capital, LLC",191,CHGOFF,20000,10000,0.5,6.75,36,2012,7/20/12,9/1/12,43,8/17/15,1,2.85,3.75,2017,2589,17411,0.871,3/8/17,-569,-19,423930,2
INDULGENCES INC.,192,CHGOFF,180500,135375,0.75,6,112,2015,2/13/15,2/13/15,0,4/26/24,1,2.25,4,2017,173115,7385,0.041,3/8/17,2606,87,812199,10
"VALENZUELA ENTERPRISE, LLC",193,CHGOFF,150000,127500,0.85,6,111,2015,7/14/15,7/14/15,0,8/25/24,1,2.25,4,2017,144703,5297,0.035,3/7/17,2728,91,811219,2
BIZ MARKET INC,194,CHGOFF,25000,12500,0.5,8.49,67,2015,6/29/15,8/1/15,33,1/31/21,1,2.25,4,2017,22581,2419,0.097,3/2/17,1431,48,541613,7
"911 PRODUCTS, INC.",195,CHGOFF,150000,112500,0.75,6,109,2015,6/2/15,7/1/15,29,6/13/24,1,2.25,4,2017,149070,930,0.006,3/1/17,2661,89,423450,6
PREMIER HOME FURNISHINGS,196,CHGOFF,540000,486000,0.9,6,68,2010,1/19/10,3/1/10,41,10/1/15,1,2.75,4.25,2017,116018,423982,0.785,2/27/17,-515,-17,532210,5
"Brave Turtle, Inc.",197,CHGOFF,860000,645000,0.75,6,200,2011,6/6/11,6/6/11,0,11/9/27,1,1.5,5.75,2017,577704,282296,0.328,2/23/17,3911,130,561730,18
"Black Horse Winery, Inc.",198,CHGOFF,93000,69750,0.75,6,86,2011,3/3/11,10/1/11,212,10/24/18,1,1.75,5.55,2017,46561,46439,0.499,2/17/17,614,20,312130,4
"Black Horse Winery, Inc.",199,CHGOFF,596000,536400,0.9,6,200,2010,2/16/10,12/1/10,288,5/6/27,1,1.25,6.25,2017,464994,131006,0.22,2/17/17,3730,124,312130,2
"BIRTHMARKS, LLC",200,CHGOFF,25000,12500,0.5,9.75,59,2014,9/24/14,10/1/14,7,8/6/19,1,2.25,4,2017,24670,330,0.013,2/13/17,904,30,621498,4
Michael Moore Enterprises LLC,201,CHGOFF,50000,25000,0.5,8.2,72,2015,5/14/15,7/1/15,48,5/30/21,1,2.25,4,2017,46914,3086,0.062,2/10/17,1570,52,424480,22
"Mills Brenner and Dunbar, Inc.",202,CHGOFF,27500,13750,0.5,7.75,59,2014,6/4/14,6/4/14,0,4/9/19,1,1.5,5.75,2017,16743,10757,0.391,2/7/17,791,26,541199,0
"Print Industrial, LLC",203,CHGOFF,50000,25000,0.5,7.75,37,2013,12/31/12,2/1/13,32,2/16/16,1,2.5,4.55,2017,17428,32572,0.651,2/7/17,-357,-12,323111,1
Specialty Production Inc,204,CHGOFF,25000,21250,0.85,8,71,2012,5/31/12,6/1/12,1,4/1/18,1,1.25,6.25,2017,18417,6583,0.263,1/31/17,425,14,454390,4
"Law Office of Cynthia Tolbert,",205,CHGOFF,150000,127500,0.85,6,99,2014,9/11/14,9/11/14,0,10/29/22,1,2.25,4,2017,133826,16174,0.108,1/31/17,2097,70,541110,3
"Green Tee Holdings, LLC",206,CHGOFF,318000,238500,0.75,6,89,2011,8/17/11,6/1/12,289,9/23/19,1,1.75,5.55,2017,167284,150716,0.474,1/24/17,972,32,713120,1
"Salon Equipment, Inc",207,CHGOFF,100000,50000,0.5,7.25,46,2013,4/16/13,4/30/13,14,2/8/17,1,2.25,4,2017,99986,14,0,1/12/17,27,1,446120,4
"BSW TOY, INC.",208,CHGOFF,60000,75000,1.25,7.75,15,2010,4/28/10,5/1/10,3,7/25/11,1,2.75,4.25,2017,15714,44286,0.738,1/12/17,-1998,-67,423920,21
"BSW TOY, INC.",209,CHGOFF,125000,112500,0.9,5.9,14,2010,4/28/10,5/1/10,3,6/25/11,1,2.25,4,2017,120366,4634,0.037,1/10/17,-2026,-68,423920,21
Transportation Oyava Services,210,CHGOFF,25000,12500,0.5,7.75,19,2011,6/6/11,6/6/11,0,12/27/12,1,2,5.3,2016,11446,13554,0.542,12/28/16,-1462,-49,484110,0
"Schaefer & Derosia, CPAs, Inc.",211,CHGOFF,810000,607500,0.75,5.75,87,2012,11/22/11,12/1/11,9,1/23/19,1,2.25,4,2016,804264,5736,0.007,12/28/16,756,25,541211,5
STEPHEN P GRAHASTEPHEN P GRAHA,212,CHGOFF,10000,5000,0.5,9.69,55,2014,1/14/14,1/14/14,0,7/22/18,1,1.25,6.25,2016,7818,2182,0.218,12/16/16,583,19,451110,1
THE CHASTEEN CORPORATION,213,CHGOFF,230000,172500,0.75,5.95,83,2013,8/1/13,10/1/13,61,7/26/20,1,1.25,6.25,2016,164660,65340,0.284,12/14/16,1320,44,713940,1
"Tankira, Inc.",214,CHGOFF,10000,5000,0.5,6.75,52,2013,1/15/13,10/1/13,259,1/8/18,1,2.25,4,2016,9943,57,0.006,11/30/16,404,13,561720,0
Palmetto Pharmacy Corp; Palmet,215,CHGOFF,500000,250000,0.5,6,27,2011,9/26/11,10/1/11,5,12/19/13,1,1.5,5.75,2016,325450,174550,0.349,11/29/16,-1076,-36,446110,20
Altamonte Montessori Children',216,CHGOFF,306000,229500,0.75,5,190,2012,5/23/12,6/1/12,9,1/9/28,1,2.75,4.25,2016,85465,220535,0.721,11/7/16,4080,136,611110,0
PEAK PLUMBING LLC,217,CHGOFF,200000,150000,0.75,5.5,23,2010,8/30/10,9/1/10,2,7/22/12,1,1,7,2016,165205,34795,0.174,11/4/16,-1566,-52,238220,18
"Honor White Stone, LLC",218,CHGOFF,25000,12500,0.5,6.5,19,2011,5/9/11,5/9/11,0,11/29/12,1,2,5.3,2016,11539,13461,0.538,11/1/16,-1433,-48,512230,2
CJ'S SALES AND SERVICE OF OCAL,219,CHGOFF,614000,460500,0.75,6,106,2011,2/14/11,5/1/11,76,1/14/20,1,1.75,5.55,2016,326532,287468,0.468,11/1/16,1169,39,811310,19
Ioppolo Management LLC,220,CHGOFF,25000,12500,0.5,6.4,68,2015,5/8/15,6/1/15,24,12/31/20,1,2.25,4,2016,24972,28,0.001,11/1/16,1521,51,711410,0
"Nurse Care Rx, LLC",221,CHGOFF,100000,85000,0.85,6,60,2011,4/8/11,5/1/11,23,4/4/16,1,2.5,4.55,2016,37814,62186,0.622,10/28/16,-207,-7,561320,10
JACKIE SWEET,222,CHGOFF,15000,13500,0.9,7.75,44,2010,11/3/09,11/3/09,0,6/15/13,1,1.75,5.55,2016,7531,7469,0.498,10/28/16,-1231,-41,531210,2
PARADISE FOUND ENTERPRISES LLC,223,CHGOFF,420600,315450,0.75,6,103,2015,4/3/15,4/3/15,0,9/18/23,1,1.25,6.25,2016,312129,108471,0.258,10/21/16,2523,84,561730,9
"COREPLUS, LLC",224,CHGOFF,2000000,1500000,0.75,3.75,27,2010,4/15/10,8/1/10,108,10/19/12,1,1,7,2016,1700029,299971,0.15,10/18/16,-1460,-49,621111,1
J and A Transportation LLC,225,CHGOFF,28700,14350,0.5,3.99,34,2014,7/10/14,7/10/14,0,4/25/17,1,2.85,3.75,2016,2942,25758,0.897,10/14/16,193,6,484121,0
J and A Transportation LLC,226,CHGOFF,28800,14400,0.5,6.45,34,2014,6/30/14,7/1/14,1,4/16/17,1,2.85,3.75,2016,3827,24973,0.867,10/13/16,185,6,484121,0
"20/10 OPTICAL, LLC",227,CHGOFF,215000,193500,0.9,8.07,43,2011,12/29/10,2/1/11,34,8/14/14,1,1.25,6.25,2016,154951,60049,0.279,10/6/16,-784,-26,446130,2
J and A Transportation LLC,228,CHGOFF,24800,12400,0.5,3.99,34,2014,7/10/14,7/10/14,0,4/25/17,1,2,5.3,2016,10649,14151,0.571,10/4/16,203,7,484121,0
"TARCA, INC..",229,CHGOFF,250000,225000,0.9,4.75,83,2011,12/16/10,1/1/11,16,10/26/17,1,1.5,5.75,2016,164371,85629,0.343,9/29/16,392,13,531120,24
"Color-Pro, LLC",230,CHGOFF,35000,29750,0.85,7.25,10,2012,1/31/12,3/1/12,30,12/26/12,1,2.5,4.55,2016,13108,21892,0.625,9/28/16,-1372,-46,811121,4
"DZP Group, Inc.",231,CHGOFF,75000,37500,0.5,7.25,36,2012,7/19/12,9/1/12,44,8/17/15,1,2.25,4,2016,70394,4606,0.061,9/26/16,-406,-14,236115,5
"CMI, LLC",232,CHGOFF,100000,50000,0.5,6.75,28,2011,11/8/10,3/1/11,113,6/18/13,1,2.25,4,2016,91242,8758,0.088,9/13/16,-1183,-39,236220,3
"Kell Enterprises, LLC",233,CHGOFF,188000,141000,0.75,6,48,2012,7/23/12,7/23/12,0,7/2/16,1,1,7,2016,155214,32786,0.174,9/9/16,-69,-2,722213,7
"XING YUN IMPORTS , LLC",234,CHGOFF,30000,15000,0.5,8.65,62,2014,9/30/14,10/1/14,1,11/4/19,1,2.25,4,2016,29890,110,0.004,8/19/16,1172,39,423990,1
"Merle F. Henry, C.P.A., P.A.",235,CHGOFF,20000,10000,0.5,7,37,2012,9/6/12,9/6/12,0,9/21/15,1,1.25,6.25,2016,15312,4688,0.234,8/19/16,-333,-11,541211,1
PHD Aquatics LLC,236,CHGOFF,285000,142500,0.5,6.69,103,2013,10/25/12,11/1/12,7,4/18/21,1,2.25,4,2016,272523,12477,0.044,8/16/16,1706,57,424990,9
PHARMMED DELIVERY SERVICE CORP,237,CHGOFF,90000,45000,0.5,6.4,75,2015,8/17/15,10/1/15,45,11/28/21,1,2.25,4,2016,89742,258,0.003,8/12/16,1934,64,492210,5
"Accessory Maven, LLC",238,CHGOFF,70000,59500,0.85,6,38,2013,10/2/12,10/2/12,0,11/16/15,1,1.5,5.75,2016,46799,23201,0.331,8/12/16,-270,-9,424310,1
FDH Processing LLC,239,CHGOFF,65000,32500,0.5,7.25,32,2012,4/3/12,4/3/12,0,11/19/14,1,1.25,6.25,2016,48753,16247,0.25,8/12/16,-632,-21,541199,65
"D & T Embroidery, LLC",240,CHGOFF,150000,127500,0.85,6,102,2014,7/23/14,7/23/14,0,12/8/22,1,2.25,4,2016,133830,16170,0.108,8/9/16,2312,77,323113,3
"Eye Wall Industries, Inc",241,CHGOFF,787000,590250,0.75,5.5,96,2014,5/28/14,6/1/14,4,4/20/22,1,2.25,4,2016,704395,82605,0.105,7/29/16,2091,70,812990,0
JAMGUY II USA INC.,242,CHGOFF,50000,25000,0.5,9.3,63,2014,9/12/14,9/12/14,0,11/15/19,1,1,7,2016,42845,7155,0.143,7/24/16,1209,40,445310,2
"ESVT Associates, Inc",243,CHGOFF,601000,450750,0.75,6,83,2013,2/25/13,5/1/13,65,2/24/20,1,1,7,2016,504553,96447,0.16,7/21/16,1313,44,238220,12
Golf Oasis Inc,244,CHGOFF,75000,63750,0.85,6,110,2015,11/14/14,11/14/14,0,11/27/23,1,2.25,4,2016,71256,3744,0.05,7/12/16,2694,90,713990,2
"Barry R. Kaplowitz, M.D., P.A.",245,CHGOFF,40000,20000,0.5,8.75,55,2013,8/1/13,8/1/13,0,2/6/18,1,2.25,4,2016,38891,1109,0.028,7/4/16,582,19,621112,0
BURDEN ENTERPRISES INC,246,CHGOFF,15000,12750,0.85,7.75,84,2011,2/15/11,2/15/11,0,1/9/18,1,1,7,2016,12119,2881,0.192,7/4/16,554,18,311811,3
PARROTICE CAFE,247,CHGOFF,5000,4250,0.85,7.5,53,2010,6/7/10,6/7/10,0,10/14/14,1,1.75,5.55,2016,2824,2176,0.435,6/29/16,-624,-21,722211,5
Get Busy Living,248,CHGOFF,50000,42500,0.85,7,92,2013,2/8/13,2/8/13,0,8/30/20,1,2.25,4,2016,45172,4828,0.097,6/23/16,1529,51,442110,6
"Splash Properties, LLC",249,CHGOFF,100000,85000,0.85,6,89,2013,6/26/13,6/26/13,0,10/17/20,1,1,7,2016,85262,14738,0.147,6/20/16,1580,53,423990,12
"Southern Cut, Inc.",250,CHGOFF,1188000,891000,0.75,6,166,2012,3/12/12,3/12/12,0,10/30/25,1,2.25,4,2016,1168918,19082,0.016,6/20/16,3419,114,561730,5
Rincon Jimenez Enterprises LLC,251,CHGOFF,250000,187500,0.75,6,117,2015,9/9/15,9/9/15,0,4/19/25,1,2.25,4,2016,249106,894,0.004,6/17/16,3228,108,448150,8
Vondare Corporate Ventures LLC,252,CHGOFF,285000,213750,0.75,6,100,2012,6/12/12,6/12/12,0,8/29/20,1,2.25,4,2016,257819,27181,0.095,6/16/16,1535,51,722213,10
"Squitter Electronics, Inc.",253,CHGOFF,500000,450000,0.9,6.5,8,2012,11/25/11,12/1/11,6,7/28/12,1,1.25,6.25,2016,356447,143553,0.287,6/15/16,-1418,-47,423690,8
"Russell, Michelle",254,CHGOFF,13000,6500,0.5,7.05,29,2014,10/25/13,11/1/13,7,3/20/16,1,2,5.3,2016,6394,6606,0.508,6/9/16,-81,-3,621399,0
"LaTorre Chiropractic, Inc.",255,CHGOFF,100000,50000,0.5,6,41,2014,9/22/14,9/22/14,0,2/3/18,1,2.25,4,2016,100000,0,0,6/7/16,606,20,621310,7
"C. Kurak Custom Woodworking, I",256,CHGOFF,50000,42500,0.85,7,70,2012,1/23/12,1/23/12,0,10/23/17,1,1.25,6.25,2016,36655,13345,0.267,6/6/16,504,17,337122,2
Netcsys Corporation,257,CHGOFF,300000,150000,0.5,6.5,29,2010,5/14/10,5/14/10,0,9/30/12,1,2.25,4,2016,284608,15392,0.051,6/6/16,-1345,-45,423690,5
SHELLBACK MECHANICAL INC,258,CHGOFF,50000,25000,0.5,6.5,36,2011,10/1/10,10/1/10,0,9/15/13,1,2.25,4,2016,49359,641,0.013,5/31/16,-989,-33,238220,4
Tubby's BBQ LLC,259,CHGOFF,10000,5000,0.5,8.91,21,2012,2/1/12,2/1/12,0,10/23/13,1,2,5.3,2016,4833,5167,0.517,5/17/16,-937,-31,722110,20
"Net Temp, Corp",260,CHGOFF,882300,794070,0.9,5.95,173,2010,3/18/10,6/1/10,75,8/16/24,1,2.75,4.25,2016,181981,700319,0.794,5/13/16,3017,101,811310,12
Legacy Customer Management Gro,261,CHGOFF,150000,127500,0.85,6,108,2013,9/20/13,10/1/13,11,8/15/22,1,2.25,4,2016,143322,6678,0.045,5/13/16,2285,76,561440,62
"Heroes Barbershop, LLC",262,CHGOFF,50000,42500,0.85,7,77,2012,7/6/12,7/6/12,0,11/2/18,1,1.25,6.25,2016,38236,11764,0.235,5/9/16,907,30,812111,8
I & D INNOVATION DESIGN & CONS,263,CHGOFF,65000,32500,0.5,7.15,62,2014,6/12/14,6/12/14,0,7/16/19,1,1,7,2016,54920,10080,0.155,5/4/16,1168,39,541410,15
"RLD DVM, Inc.",264,CHGOFF,1455000,1091250,0.75,5,266,2012,5/31/12,7/1/12,31,5/7/34,1,2,5.3,2016,604608,850392,0.584,4/25/16,6586,220,541940,7
MARKET HOLDINGS OF TARPON/HOLI,265,CHGOFF,50000,45000,0.9,5.5,28,2010,3/26/10,7/1/10,97,10/18/12,1,1,7,2016,41672,8328,0.167,4/22/16,-1282,-43,722110,15
"PALUDA 2, INC.",266,CHGOFF,1500000,1350000,0.9,6,101,2010,12/24/09,4/1/10,98,7/18/18,1,1.5,5.75,2016,959853,540147,0.36,4/21/16,818,27,445110,100
JNVS LLC,267,CHGOFF,246600,123300,0.5,5.85,37,2012,3/27/12,4/1/12,5,4/16/15,1,2,5.3,2016,105464,141136,0.572,4/19/16,-369,-12,722213,17
"Flounder Enterprises, LLC",268,CHGOFF,208500,156375,0.75,5.75,100,2014,12/23/13,2/1/14,40,4/20/22,1,1.25,6.25,2016,165998,42502,0.204,4/18/16,2193,73,722513,17
"Martin Downs Sports Resort, LL",269,CHGOFF,1094000,820500,0.75,6,160,2012,5/24/12,6/1/12,8,7/23/25,1,1.75,5.55,2016,587622,506378,0.463,4/18/16,3383,113,713910,22
"Chinelli Properties, Inc.",270,CHGOFF,30000,15000,0.5,5.5,2,2010,10/6/09,10/6/09,0,12/5/09,1,2.25,4,2016,26695,3305,0.11,4/13/16,-2321,-77,811111,5
Sunshine Food Mart,271,CHGOFF,875000,787500,0.9,5.75,220,2010,11/21/09,3/1/10,100,3/26/28,1,1.5,5.75,2016,569780,305220,0.349,4/11/16,4367,146,445120,19
"Monster Music, Inc",272,CHGOFF,125000,112500,0.9,6.75,27,2011,12/16/10,3/1/11,75,5/19/13,1,1.5,5.75,2016,87268,37732,0.302,4/5/16,-1052,-35,423690,6
Dmitrijs Antonovs,273,CHGOFF,50000,25000,0.5,5.75,67,2014,8/1/14,8/1/14,0,2/1/20,1,2.25,4,2016,49950,50,0.001,4/5/16,1397,47,541430,0
SeaZar's,274,CHGOFF,125000,112500,0.9,5.75,113,2011,11/23/10,4/1/11,129,7/12/20,1,1.25,6.25,2016,100000,25000,0.2,4/1/16,1563,52,445120,19
Brick Oven Bakery LLC,275,CHGOFF,100000,85000,0.85,5.5,47,2014,9/24/14,1/1/15,99,11/11/18,1,2.25,4,2016,91856,8144,0.081,3/28/16,958,32,311811,8
