BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysIN2TB4CO,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
FAST FOOD ANIME,4206 DOBBINS ST,PLANO,IL,60545,4500,EXEMPT,30000,15000,6.7,84,2016,12/31/15,1/1/16,1,11/25/22,0,,,,,,"2,520",84,454111,Electronic Shopping,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Highlander Transportation, Inc",1344 N INDIGO DR,MOUNT PROSPECT,IL,60056,4557,EXEMPT,44900,22450,6.25,84,2015,9/30/15,10/1/15,1,8/25/22,0,,,,,,"2,520",84,484110,"General Freight Trucking, Local",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
OMARI TRUCKING INC.,7001 100th St Apt 4,CHICAGO RIDGE,IL,60415,4626,EXEMPT,55000,27500,7.15,84,2015,6/30/15,7/1/15,1,5/25/22,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
AVADHOOT CORPORATION,16915 Torrence Avenue,LANSING,IL,60438,4687,EXEMPT,214700,107350,7.15,84,2015,4/30/15,5/1/15,1,3/25/22,0,,,,,,"2,520",84,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),14,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Legacy Carriers Inc,1716 Sable Ln Apt 202,MOUNT PROSPECT,IL,60056,4773,EXEMPT,30000,15000,8.65,84,2015,12/31/14,1/1/15,1,11/25/21,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
PYTKA TRUCKING INC.,9750 Ivanhoe Ave,SCHILLER PARK,IL,60176,4837,EXEMPT,28000,14000,8.7,84,2014,9/30/14,10/1/14,1,8/25/21,0,,,,,,"2,520",84,484220,"Specialized Freight (except Used Goods) Trucking, Local",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
R & S TRANSPORT INC.,6317 N Sacramento Ave Apt 2E,CHICAGO,IL,60659,4874,EXEMPT,29900,14950,8.45,84,2014,7/31/14,8/1/14,1,6/25/21,0,,,,,,"2,520",84,484110,"General Freight Trucking, Local",3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
INTI BUILDING SERICES LLC,7301 W 25th St Apt 150,RIVERSIDE,IL,60546,4891,EXEMPT,20000,10000,9.3,84,2014,6/30/14,7/1/14,1,5/25/21,0,,,,,,"2,520",84,561720,Janitorial Services,15,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Tomorrow's Leaders Inc.,"2130 West Division St., Unit",CHICAGO,IL,60622,4939,EXEMPT,340000,255000,5.24,240,2014,4/8/14,4/9/14,1,12/25/33,0,,,,,,"7,200",240,451120,"Hobby, Toy, and Game Stores",1,SLA,Lender Advantage Initiative,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Walrus Brands, L.L.C.",212 W. Superior Suite 503,CHICAGO,IL,60654,4952,EXEMPT,1349500,1012125,4.68,84,2014,2/28/14,3/1/14,1,1/23/21,0,,,,,,"2,520",84,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,2,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"112 N. Green Street, LLC",112 N Green Street,CHICAGO,IL,60654,5005,EXEMPT,252400,126200,3.9,66,2013,7/31/13,8/1/13,1,1/2/19,0,,,,,,"1,980",66,722511,Full-Service Restaurants,35,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Anthony J. Tisoncik,8071 W. 94th St,HICKORY HILLS,IL,60457,5006,EXEMPT,50000,25000,7.4,60,2013,7/31/13,8/1/13,1,7/6/18,0,,,,,,"1,800",60,621210,Offices of Dentists,9,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"DLDouglas And Company, LLC",2252 N Campbell Ave,CHICAGO,IL,60647,5047,EXEMPT,10100,5050,9.65,84,2013,2/28/13,3/1/13,1,1/24/20,0,,,,,,"2,520",84,238140,Masonry Contractors,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Thomas W. Riley, D.M.D., LTD",2908 Greenbriar Dr Suite C,SPRINGFIELD,IL,62704,5048,EXEMPT,204000,102000,6.55,72,2013,2/28/13,3/1/13,1,1/29/19,0,,,,,,"2,160",72,621210,Offices of Dentists,8,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Thomas W. Riley, D.M.D., LTD",2908 Greenbriar Dr Suite C,SPRINGFIELD,IL,62704,5049,EXEMPT,75000,37500,5.25,84,2013,2/28/13,3/1/13,1,1/24/20,0,,,,,,"2,520",84,621210,Offices of Dentists,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Dimo's Pizza Six Corners LLC,3463 N. Clark Street,CHICAGO,IL,60657,5052,EXEMPT,368500,276375,5.65,90,2013,1/31/13,2/1/13,1,6/24/20,0,,,,,,"2,700",90,722211,Limited-Service Restaurants,56,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Crown Flooring, LLC",1001 Nicholas Blvd Ste K,ELK GROVE VILLAGE,IL,60007,5071,EXEMPT,75000,37500,8.75,84,2013,11/30/12,12/1/12,1,10/26/19,0,,,,,,"2,520",84,238330,Flooring Contractors,6,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
MK Cargo Inc.,802 N River Rd Apt 3D,MOUNT PROSPECT,IL,60056,5101,EXEMPT,40000,20000,7.9,84,2012,8/31/12,9/1/12,1,7/27/19,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"USPI, LLC",40 Shuman Blvd Ste 160,NAPERVILLE,IL,60563,5166,EXEMPT,75000,37500,7.25,84,2012,2/29/12,3/1/12,1,1/24/19,0,,,,,,"2,520",84,524210,Insurance Agencies and Brokerages,3,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Shine On Group, Inc.",2302 W North Avenue Suite 1W,CHICAGO,IL,60647,5198,EXEMPT,50000,25000,7.4,84,2012,10/31/11,11/1/11,1,9/25/18,0,,,,,,"2,520",84,561720,Janitorial Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"David Manuel, M.D., S.C.",3040 Bella Ct,LISLE,IL,60532,5254,EXEMPT,25000,12500,7.25,84,2011,1/31/11,2/1/11,1,12/26/17,0,,,,,,"2,520",84,621111,Offices of Physicians (except Mental Health Specialists),0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Joseph Poindexter,403 Wilson Ave.,Le Roy,IL,61752,5463,EXEMPT,88000,44000,6.25,60,2016,3/31/16,4/1/16,1,3/6/21,0,,,,,,"1,800",60,484220,"Specialized Freight (except Used Goods) Trucking, Local",1,SBA EXPRES,FA$TRK (Small Loan Express),Heartland Bank and Trust Company,401 N Hershey Rd,BLOOMINGTON,IL,61704
"Hamilton & Sikora, CPA, P.C.",702 N Clinton Street,Bloomington,IL,61701,5486,EXEMPT,560000,420000,5.75,84,2014,12/31/13,1/1/14,1,11/25/20,0,,,,,,"2,520",84,541211,Offices of Certified Public Accountants,3,OTH 7A,Guaranty,Heartland Bank and Trust Company,401 N Hershey Rd,BLOOMINGTON,IL,61704
"JB Newbanks, Inc.",1505 Vernon,BLOOMINGTON,IL,61701,5496,EXEMPT,350000,262500,6,84,2013,12/27/12,12/28/12,1,11/22/19,0,,,,,,"2,520",84,811111,General Automotive Repair,6,SLA,Lender Advantage Initiative,Heartland Bank and Trust Company,401 N Hershey Rd,BLOOMINGTON,IL,61704
MANNY'S HANDCRAFTED GELATO & C,11808 Main Street,HUNTLEY,IL,60142,5675,EXEMPT,15000,7500,5.5,84,2017,11/30/16,12/1/16,1,10/26/23,0,,,,,,"2,520",84,722515,Snack and Nonalcoholic Beverage Bars,3,SBA EXPRES,FA$TRK (Small Loan Express),First National Bank of Omaha,1620 Dodge St,OMAHA,NE,68197
Charles Young,140 W. State Street,Cisco,IL,61830,5743,EXEMPT,27000,13500,6,60,2017,2/28/17,3/1/17,1,2/3/22,0,,,,,,"1,800",60,562111,Solid Waste Collection,2,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
McSherry Company Inc,2550 Parkway Ct.,DECATUR,IL,62526,5775,EXEMPT,25000,12500,5.75,72,2016,6/29/16,6/30/16,1,5/30/22,0,,,,,,"2,160",72,444220,Nursery and Garden Centers,10,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
D and W Services,691 Knox Rd 350E,ABINGDON,IL,61410,5823,EXEMPT,54000,27000,4.25,60,2015,9/30/15,10/1/15,1,9/4/20,0,,,,,,"1,800",60,562111,Solid Waste Collection,6,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
"Tim Burton Trucking, LLC",144770 Broadway Road,CLINTON,IL,61727,5839,EXEMPT,29000,14500,5.75,60,2015,7/31/15,8/1/15,1,7/5/20,0,,,,,,"1,800",60,484110,"General Freight Trucking, Local",1,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
"Mustang Corral, Inc.",5446 CHAIN OF ROCKS RD,EDWARDSVILLE,IL,62025,5857,EXEMPT,50000,25000,4.75,108,2011,2/28/11,3/1/11,1,1/13/20,0,,,,,,"3,240",108,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",0,SBA EXPRES,FA$TRK (Small Loan Express),"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301
"Babs, Inc.",1837 BROADWAY ST,QUINCY,IL,62301,5934,EXEMPT,149000,126650,4.75,84,2014,12/31/13,1/1/14,1,11/25/20,0,,,,,,"2,520",84,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",19,OTH 7A,Guaranty,"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
L.E.G.S. Transport Inc,11S360 Madison St,Burr Ridge,IL,60527,6026,EXEMPT,230000,172500,6.25,120,2016,9/30/16,10/1/16,1,8/10/26,0,,,,,,"3,600",120,484121,"General Freight Trucking, Long Distance, Truckload",8,SLA,Lender Advantage Initiative,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772
P Galgano Estimating Company,14241 Chicago Bloomington Trl,HOMER GLEN,IL,60491,6038,EXEMPT,350000,262500,6.25,120,2016,5/31/16,6/1/16,1,4/10/26,0,,,,,,"3,600",120,238170,Siding Contractors,2,SLA,Lender Advantage Initiative,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772
Premier Performance and Fitnes,"150 Fairway Dr, Suite 140",LIBERTYVILLE,IL,60048,6050,EXEMPT,150000,127500,6.25,120,2016,2/29/16,3/1/16,1,1/8/26,0,,,,,,"3,600",120,713940,Fitness and Recreational Sports Centers,1,SLA,Lender Advantage Initiative,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772
"POKO LOKO SCHOOL, INC.",5645 West Dempster Street,Morton Grove,IL,60053,6291,EXEMPT,305000,152500,5.49,87,2014,4/30/14,5/1/14,1,6/23/21,0,,,,,,"2,610",87,624410,Child Day Care Services,20,SBA EXPRES,FA$TRK (Small Loan Express),"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301
Corporate Incentives LLC,1587 Palomino Ddrive,Aurora,IL,60502,6314,EXEMPT,75000,37500,6,84,2017,2/28/17,3/1/17,1,1/24/24,0,,,,,,"2,520",84,423840,Industrial Supplies Merchant Wholesalers,0,SBA EXPRES,FA$TRK (Small Loan Express),First American Bank,700 Busse Rd,ELK GROVE VILLAGE,IL,60007
Sung Mi Park,4635 W Lawrence,Chicago,IL,60630,6366,EXEMPT,540000,405000,5,240,2014,6/30/14,7/1/14,1,3/18/34,0,,,,,,"7,200",240,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,5,PLP,Guaranty,First American Bank,700 Busse Rd,ELK GROVE VILLAGE,IL,60007
"JBSC, Inc.",1296 Rickert Dr Ste 200,Naperville,IL,60540,6447,EXEMPT,50000,25000,5,84,2017,2/28/17,3/1/17,1,1/24/24,0,,,,,,"2,520",84,531312,Nonresidential Property Managers,0,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"Nationwide Beef Distributor, I",1540 Barclay Blvd.,Buffalo Grove,IL,60089,6448,EXEMPT,70000,35000,4.66,60,2017,2/28/17,3/1/17,1,2/3/22,0,,,,,,"1,800",60,424420,Packaged Frozen Food Merchant Wholesalers,3,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"Nationwide Beef Distributor, I",1540 Barclay Blvd.,Buffalo Grove,IL,60089,6449,EXEMPT,280000,140000,4.75,84,2017,2/28/17,3/1/17,1,1/24/24,0,,,,,,"2,520",84,424420,Packaged Frozen Food Merchant Wholesalers,3,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"Cleanique Services One, Inc.",2018 N Newcastle Ave,Elmwood Park,IL,60707,6450,EXEMPT,80000,40000,4.85,84,2017,2/28/17,3/1/17,1,1/24/24,0,,,,,,"2,520",84,238990,All Other Specialty Trade Contractors,8,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
Dimitar Dimitrov,5421 N. East River Rd.,Chicago,IL,60656,6525,EXEMPT,25000,12500,4.4,84,2015,6/30/15,7/1/15,1,5/25/22,0,,,,,,"2,520",84,484110,"General Freight Trucking, Local",0,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
Independent Therapy Associates,3071 Wolf Road,Westchester,IL,60154,6618,EXEMPT,20000,17000,8,96,2013,4/23/13,4/24/13,1,3/13/21,0,,,,,,"2,880",96,621399,Offices of All Other Miscellaneous Health Practitioners,4,SLA,Lender Advantage Initiative,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
The Party Plate,PO BOX 784,FLOSSMOOR,IL,60422,6621,EXEMPT,10000,8500,8,96,2013,11/27/12,11/28/12,1,10/17/20,0,,,,,,"2,880",96,424130,Industrial and Personal Service Paper Merchant Wholesalers,12,SLA,Lender Advantage Initiative,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
HOUSE CHECK,9624 S CICERO AVE #203,OAK LAWN,IL,60453,6649,EXEMPT,12500,11250,7.75,120,2011,11/30/10,12/1/10,1,10/9/20,0,,,,,,"3,600",120,541350,Building Inspection Services,1,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
QUANTUM FINANCIAL MANAGEMENT L,1701 E LAKE AVE SUITE 430,GLENVIEW,IL,60025,6657,EXEMPT,7500,6375,7.5,120,2010,9/30/10,10/1/10,1,8/9/20,0,,,,,,"3,600",120,523920,Portfolio Management,1,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
"Vivek and Divya, Inc",10405 Fullerton Ave,MELROSE PARK,IL,60164,6754,EXEMPT,240000,180000,6,120,2013,7/31/13,8/1/13,1,6/10/23,0,,,,,,"3,600",120,445310,"Beer, Wine, and Liquor Stores",6,SLA,Lender Advantage Initiative,Countryside Bank,6734 Joliet Rd,COUNTRYSIDE,IL,60525
Morine II LLC,11 Currency Drive,Bloomington,IL,61704,6887,EXEMPT,3000000,2250000,5.25,249,2014,7/31/14,8/1/14,1,1/13/35,0,,,,,,"7,470",249,713940,Fitness and Recreational Sports Centers,81,OTH 7A,Guaranty,Citizens First Bank,1442 Lincolnway,CLINTON,IA,52732
OPTIMUM TAX CONSULTANTS & OTHE,6440 West Cermak Road,BERWYN,IL,60402,7140,EXEMPT,125000,106250,6.75,120,2017,6/29/17,6/30/17,1,5/9/27,0,,,,,,"3,600",120,541213,Tax Preparation Services,20,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"InBalance, LLC",2124 West Moffat Street,CHICAGO,IL,60647,7214,EXEMPT,150000,127500,6.25,120,2016,5/31/16,6/1/16,1,4/10/26,0,,,,,,"3,600",120,541690,Other Scientific and Technical Consulting Services,5,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Quest Destinations, Inc.",756 W Northwest Highway,BARRINGTON,IL,60010,7285,EXEMPT,50000,42500,7,120,2013,9/30/13,10/1/13,1,8/10/23,0,,,,,,"3,600",120,561510,Travel Agencies,7,PATRIOT EX,Patriot Express,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Loft 21 Inc.,1501 Milwaukee Avenue,LINCOLNSHIRE,IL,60069,7478,EXEMPT,2400000,1800000,6.25,306,2016,9/30/16,10/1/16,1,11/19/41,0,,,,,,"9,180",306,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),54,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"The Best Veneer Company, LLC",770 Front St,Lisle,IL,60532,7559,EXEMPT,2965000,2668500,6.25,300,2016,3/31/16,4/1/16,1,11/21/40,0,,,,,,"9,000",300,321211,Hardwood Veneer and Plywood Manufacturing,19,INTER TRDE,"International Trade - Sec, 7(a) (16)",Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Ruffolo Land Development, LLC",242 US Highway 45,Indian Creek,IL,60061,7604,EXEMPT,830000,622500,6,300,2016,11/30/15,12/1/15,1,7/22/40,0,,,,,,"9,000",300,561730,Landscaping Services,37,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
RKC Holding Corp,2703 Chittenden Ct,Naperville,IL,60564,7618,EXEMPT,800000,600000,5.75,123,2015,9/30/15,10/1/15,1,11/7/25,0,,,,,,"3,690",123,812320,Drycleaning and Laundry Services (except Coin-Operated),95,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
Parthenon Guest House LLC,310 S Halsted St,CHICAGO,IL,60661,7699,EXEMPT,2875000,2156250,6,300,2015,3/31/15,4/1/15,1,11/21/39,0,,,,,,"9,000",300,721310,Rooming and Boarding Houses,11,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
Parthenon Guest House LLC,310 S Halsted St,CHICAGO,IL,60661,7700,EXEMPT,362000,271500,6,306,2015,3/31/15,4/1/15,1,5/19/40,0,,,,,,"9,180",306,721310,Rooming and Boarding Houses,11,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Selective Imports, Inc.",648 Hamilton Ct.,BARTLETT,IL,60103,7895,EXEMPT,350000,262500,6,40,2013,9/30/13,10/1/13,1,1/13/17,0,,,,,,"1,200",40,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,6,SLA,Lender Advantage Initiative,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"D.A.S. Radler, LLC",2375 N Milwaukee Ave,CHICAGO,IL,60647,7896,EXEMPT,350000,262500,6,120,2013,9/30/13,10/1/13,1,8/10/23,0,,,,,,"3,600",120,722511,Full-Service Restaurants,40,SLA,Lender Advantage Initiative,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Z Fine Jewelry and Art, Inc.",6170 W. Grand Avenue Suite #8,GURNEE,IL,60031,7897,EXEMPT,350000,262500,6,120,2013,9/30/13,10/1/13,1,8/10/23,0,,,,,,"3,600",120,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesaler",5,SLA,Lender Advantage Initiative,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
Midwest Lube Centers LLC.,1055 Aster Lane,West Chicago,IL,60185,7915,EXEMPT,840000,630000,6,120,2013,7/31/13,8/1/13,1,6/10/23,0,,,,,,"3,600",120,811191,Automotive Oil Change and Lubrication Shops,47,OTH 7A,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
International Day Care Center,4780 Karns Ave.,Lisle,IL,60532,7986,EXEMPT,742500,556875,6,294,2013,11/30/12,12/1/12,1,1/24/37,0,,,,,,"8,820",294,624410,Child Day Care Services,0,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
"Dependable Lawn Care, Inc.",2320 W. 138TH STREET,BLUE ISLAND,IL,60406,7993,EXEMPT,1000000,750000,6,192,2013,10/31/12,11/1/12,1,8/9/28,0,,,,,,"5,760",192,561730,Landscaping Services,26,PLP,Guaranty,Byline Bank,"180 N LaSalle St, Ste 300",CHICAGO,IL,60101
TERRY HALL,6521 N SHERIDAN ROAD,PEORIA,IL,61614,8294,EXEMPT,127000,114300,6,180,2011,11/30/10,12/1/10,1,9/13/25,0,,,,,,"5,400",180,624410,Child Day Care Services,22,OTH 7A,Guaranty,Better Banks,10225 N Knoxville Ave,PEORIA,IL,61615
"Dawson Builders, Inc.",636 Lill Street,BARRINGTON,IL,60010,8317,EXEMPT,150000,75000,6,60,2014,6/30/14,7/1/14,1,6/5/19,0,,,,,,"1,800",60,236118,Residential Remodelers,12,SBA EXPRES,FA$TRK (Small Loan Express),"Barrington Bank & Trust Company, National Association",201 S Hough St,BARRINGTON,IL,60010
"Mid America Chemical, Inc.","1245 Milwaukee Avenue, #202",GLENVIEW,IL,60025,8399,EXEMPT,150000,75000,6,38,2016,11/30/15,12/1/15,1,1/14/19,0,,,,,,"1,140",38,424690,Other Chemical and Allied Products Merchant Wholesalers,3,SBA EXPRES,FA$TRK (Small Loan Express),Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
"HBL, Inc.",1212 South Michigan Avenue,CHICAGO,IL,60616,8441,EXEMPT,202000,151500,5.25,120,2012,2/29/12,3/1/12,1,1/8/22,0,,,,,,"3,600",120,812113,Nail Salons,10,PLP,Guaranty,Bank of Hope,"3200 Wilshire Blvd, Ste 1400",LOS ANGELES,CA,90010
"Cappuccino Catering, Inc.",5500 W Touhy Ave,SKOKIE,IL,60077,8500,EXEMPT,90000,45000,7.75,84,2013,10/31/12,11/1/12,1,9/26/19,0,,,,,,"2,520",84,722320,Caterers,0,SBA EXPRES,FA$TRK (Small Loan Express),"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202
"Out Cold Marketing, LLC","2848 W. Chicago Ave., Unit B",CHICAGO,IL,60622,8538,PIF,300000,150000,4,84,2016,12/31/15,1/1/16,1,11/25/22,0,,,,,,"2,520",84,541810,Advertising Agencies,12,SBA EXPRES,FA$TRK (Small Loan Express),Village Bank and Trust,234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004
"FEW SPIRITS, LLC",918 Chicago Ave,EVANSTON,IL,60202,8584,PIF,150000,75000,6,84,2014,10/31/13,11/1/13,1,9/25/20,0,,,,,,"2,520",84,312140,Distilleries,2,SBA EXPRES,FA$TRK (Small Loan Express),Village Bank and Trust,234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004
"AGB Investigative Services, In",2033 W 95th Street,CHICAGO,IL,60643,8630,PIF,350000,175000,6,84,2012,7/31/12,8/1/12,1,6/26/19,0,,,,,,"2,520",84,561611,Investigation Services,57,SBA EXPRES,FA$TRK (Small Loan Express),Village Bank and Trust,234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004
"Aurora Productions, Inc",2505 Diehl Road,AURORA,IL,60502,8639,PIF,92000,46000,5.75,120,2012,5/31/12,6/1/12,1,4/10/22,0,,,,,,"3,600",120,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),10,SBA EXPRES,FA$TRK (Small Loan Express),Village Bank and Trust,234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004
PrimeSource Health Care System,2100 East Lake Cook Road,Buffalo Grove,IL,60089,8640,PIF,3100000,2325000,3.24,84,2012,5/31/12,6/1/12,1,4/26/19,0,,,,,,"2,520",84,621399,Offices of All Other Miscellaneous Health Practitioners,190,OTH 7A,Guaranty,Village Bank and Trust,234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004
Chemquest International Inc,200 Laura Dr,ADDISON,IL,60101,8704,PIF,44500,22250,6,57,2011,2/28/11,3/1/11,1,11/5/15,0,,,,,,"1,710",57,325199,All Other Basic Organic Chemical Manufacturing,5,SBA EXPRES,FA$TRK (Small Loan Express),Union National Bank,101 E Chicago St,ELGIN,IL,60120
"HA'S AMIGO DISCOUNT, INC.",2206 ALGONQUIN RD,ROLLING MEADOWS,IL,60008,8833,PIF,25000,12500,9.75,84,2015,12/31/14,1/1/15,1,11/25/21,0,,,,,,"2,520",84,452112,Discount Department Stores,4,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
KIBBLE CONSTRUCTION,822 GALENA AVE S,DIXON,IL,61021,8901,PIF,25000,12500,9.25,84,2014,3/31/14,4/1/14,1,2/23/21,0,,,,,,"2,520",84,238990,All Other Specialty Trade Contractors,0,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
Computechnique,111 MARTIN ST,BENTON,IL,62812,8942,PIF,10000,5000,8.75,84,2013,7/31/13,8/1/13,1,6/25/20,0,,,,,,"2,520",84,541512,Computer Systems Design Services,0,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
